"ID","Product Reference","Name*","UOM*","Product Category ID*","Product Category Name","Product Type","Sale Price","Purchase Price","Cost Price","Discount Price","Start Date","End Date","Description","Arabic Name","Quantity","Terminal ","Secondary / Default Unit","Secondary / Default Unit Qty","Brand","Product Group","Supplier Name","Active"
"'1748261299453","","Mini Shawarma Meat ","Dozen","10004075","Main Dish","Item","48","0.1","0.1","0","","","","","-9","Kitchen","-","0","","","","Yes"
"'1748350054058","","Fattet Batenjen","Each","Cold Mezze","Cold Mezze","Item","100","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1748436690076","","Fajita Chicken","Each","Sandwiches","Sandwiches","Item","14","0.1","0.1","0","","","","","-79","Kitchen","-","0","","","","Yes"
"'1748436764592","","Fajita Shrimp","Each","Sandwiches","Sandwiches","Item","16","0.1","0.1","0","","","","","-29","Kitchen","-","0","","","","Yes"
"'1748436854493","","Samkeh Harra","Each","10004075","Main Dish","Item","300","0.1","0.1","0","","","","","-12","Kitchen","-","0","","","","Yes"
"'1748519233498","","Crab Salad","EA","Salads","Salads","Item","200","0.1","0.1","0","","","","","-6","Kitchen","-","0","","","","Yes"
"'1748519282157","","Chicken Strips","EA","Hot Mezze","Hot Mezze","Item","160","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1748524607734","","Blue Cheese Salad","EA","Salads","Salads","Item","200","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1748596049943","","Mix Grill Platter","Each","From the Grill","From the Grill","Item","185","0.1","0.1","0","","","","","-13","Kitchen","-","0","","","","Yes"
"'1748698030814","","Funderdome Cakes","Each","10003736","Events","Item","5250","0.1","0.1","0","","","","","-6","Kitchen","-","0","","","","Yes"
"'1748698081989","","Caboodle ","Each","10003736","Events","Item","4340","0.1","0.1","0","","","","","-7","Kitchen","-","0","","","","Yes"
"'1748698119052","","Miscellaneous","Each","10003736","Events","Item","6461","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1748762198468","","Daily Record","Each","10003722","Daily Dish","Item","0.1","0.1","0.1","0","","","","","0","Kitchen","-","0","","","","Yes"
"'1748849395482","","Chiken potato","EA","Hot Mezze","Hot Mezze","Item","150","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1748849696237","","Chicken Potato","EA","10003744","Appetizers","Item","150","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1749367628802","","Tarator","Each","Cold Mezze","Cold Mezze","Item","90","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1749476536517","","Sweet potato","Each","10003744","Appetizers","Item","120","0.1","0.1","0","","",""," ","-1","Kitchen","-","0","","","","Yes"
"'1749476653686","","Creamy pasta shrimp","Each","10004075","Main Dish","Item","200","0.1","0.1","0","","",""," ","-2","Kitchen","-","0","","","","Yes"
"'1749476776628","","Chicken spinach","Each","10004075","Main Dish","Item","180","0.1","0.1","0","","",""," ","-1","Kitchen","-","0","","","","Yes"
"'1749476867631","","Bruchetta","Each","10003744","Appetizers","Item","30","0.1","0.1","0","","",""," ","-1","Kitchen","-","0","","","","Yes"
"'1749545706665","","Chicken Nouille","Each","10004075","Main Dish","Item","160","0.1","0.1","0","","","","","-5","Kitchen","-","0","","","","Yes"
"'1749562565621","","chicken Escalope ","Each","10004618","Raw Items","Item","8","0.1","0.1","0","","","","","-36","Kitchen","-","0","","","","Yes"
"'1749562618562","","Chicken Burger","Each","10004618","Raw Items","Item","10","0.1","0.1","0","","","","","-61","Kitchen","-","0","","","","Yes"
"'1749562662798","","Beef Burger","Each","10004618","Raw Items","Item","10","0.1","0.1","0","","","","","-36","Kitchen","-","0","","","","Yes"
"'1749735353154","","Philadelphia","Each","10004075","Main Dish","Item","14","0.1","0.1","0","","","","","-49","Kitchen","-","0","","","","Yes"
"'1749736114178","","Kharouf Mechi Warak 3inab","Each","10004075","Main Dish","Item","650","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1749736195853","","Eggplant wiht Cheese","Each","10004075","Main Dish","Item","130","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1749736231117","","Chicken Wings","Each","10004075","Main Dish","Item","100","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1749808108756","","Strawberry Salad","Each","Salads","Salads","Item","220","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1749808143669","","Chicken Quinoa Salad","Each","Salads","Salads","Item","220","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1749808209200","","Pasta Alfredo","Each","10004075","Main Dish","Item","220","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1750158127284","","Avocado Sauce ","Each","10004054","Extras","Item","30","0.1","0.1","0","","",""," ","-1","Kitchen","-","0","","","","Yes"
"'1750158453034","","Chips ","Each","10004054","Extras","Item","25","0.1","0.1","0","","",""," ","-1","Kitchen","-","0","","","","Yes"
"'1750917531649","","Steak Sandwich","Dozen","Sandwiches","Sandwiches","Item","96","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1750923602600","","TeKnwledge Coffee Break ","Each","10003736","Events","Item","50","0.1","0.1","0","","",""," ","-30","Kitchen","-","0","","","","Yes"
"'1750923776789","","TeKnowledge Full Catering ","Each","10003736","Events","Item","120","0.1","0.1","0","","",""," ","-3821","Kitchen","-","0","","","","Yes"
"'1751038700649","","Fresh Salad","Each","Salads","Salads","Item","220","0.1","0.1","0","","","","","-4","Kitchen","-","0","","","","Yes"
"'1751038766735","","Shrimp Noodles","Each","10004075","Main Dish","Item","250","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1751707639642","","Amhiyye","Each","1028429","Sweets","Item","450","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1752220059772","","Mini Shawarma Chicken ","Dozen","Sandwiches","Sandwiches","Item","60","0.1","0.1","0","","","","","-10","Kitchen","-","0","","","","Yes"
"'1752479536459","","Salad ","Each","Salads","Salads","Item","10","0.1","0.1","0","","",""," ","-158","Kitchen","-","0","","","","Yes"
"'1754653366766","","Moghrabiye","EA","10004075","Main Dish","Item","180","0.1","0.1","0","","","","","-13","Kitchen","-","0","","","","Yes"
"'1754989341048","","Cutlery","EA","10004618","Raw Items","Item","10","0.1","10","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1755345746972","","Moujadara ","EA","10004075","Main Dish","Item","110","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1755934585423","","Mdardara with fried Onions","EA","Cold Mezze","Cold Mezze","Item","100","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1755960205677","","Mozzarella Sticks ","Each","10003744","Appetizers","Item","100","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1756365239190","","Teknowledge Special Coffee Breack  snacks part of Full day","EA","10003736","Events","Item","20","0.1","0.1","0","","","","","-393","Kitchen","-","0","","","","Yes"
"'1756460725235","","Special Salad","Each","Salads","Salads","Item","180","0.1","0.1","0","","","","","-13","Kitchen","-","0","","","","Yes"
"'1756540871684","","Mloukhiye","EA","10004075","Main Dish","Item","220","0.1","0.1","0","","","","","-4","Kitchen","-","0","","","","Yes"
"'1756621010175","","Daily Dish Monthly 26 Days","EA","10003722","Daily Dish","Item","42.3","0.1","0.1","0","","","","","-329","Kitchen","-","0","","","","Yes"
"'1757343100387","","Kale salad ","Each","Salads","Salads","Item","200","0.1","0.1","0","","",""," ","-5","Kitchen","-","0","","","","Yes"
"'1757343171059","","Salmon Pie","Each","10003744","Appetizers","Item","180","0.1","0.1","0","","",""," ","-2","Kitchen","-","0","","","","Yes"
"'1757343274053","","Batenjen With Cheese","Each","10004054","Extras","Item","170","0.1","0.1","0","","",""," ","-1","Kitchen","-","0","","","","Yes"
"'1757343392660","","Riz Aa Djej","Each","10004075","Main Dish","Item","280","0.1","0.1","0","","",""," ","-2","Kitchen","-","0","","","","Yes"
"'1757671972503","","Small Bread","EA","1028429","Sweets","Item","6","0.1","0.1","0","","","","","-91","Kitchen","-","0","","","","Yes"
"'1757746481251","","chich barak 40 pcs","EA","1028429","Sweets","Item","40","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1757750324146","","Mehchi Malfouf","EA","10004075","Main Dish","Item","180","0.1","0.1","0","","","","","-9","Kitchen","-","0","","","","Yes"
"'1758197732192","","Bakdounis cut 1 Box","EA","10004618","Raw Items","Item","45","0.1","0.1","0","2025-09-20 00:00:00","2025-09-20 00:00:00","","","-13","Kitchen","-","0","","","","Yes"
"'1758197839041","","Lemon Juice ","EA","10004618","Raw Items","Item","15","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1758203891846","","Rocca With Goat Cheese Salad","EA","Salads","Salads","Item","180","0.1","0.1","0","","","","","-5","Kitchen","-","0","","","","Yes"
"'1758203996002","","Shrimp with cocktail sauce","EA","10003744","Appetizers","Item","80","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1758354954522","","Daoud Basha with Rice","EA","10004075","Main Dish","Item","180","0.1","0.1","0","","","","","-4","Kitchen","-","0","","","","Yes"
"'1758355041791","","Spinach with Rice","EA","10004075","Main Dish","Item","180","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1758355089701","","Frickeh Chicken","EA","10004075","Main Dish","Item","200","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1758525950784","","Koussa Kablama","EA","10004075","Main Dish","Item","180","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1758526018374","","chich Barak with Rice","EA","10004075","Main Dish","Item","180","0.1","0.1","0","","","","","-7","Kitchen","-","0","","","","Yes"
"'1758804895723","","Goat Cheese Salad","EA","Salads","Salads","Item","220","0.1","0.1","0","","","","","-6","Kitchen","-","0","","","","Yes"
"'1758897315577","","Mtabbal","Each","10003744","Appetizers","Item","70","0.1","0.1","0","","",""," ","-19","Kitchen","-","0","","","","Yes"
"'1759222010733","","Soup","EA","Hot Mezze","Hot Mezze","Item","80","0.1","0.1","0","","","","","-26","Kitchen","-","0","","","","Yes"
"'1759398694376","","Teknowledge Full Breakfast only ","EA","10003736","Events","Item","50","0.1","0.1","0","","","","","-90","Kitchen","-","0","","","","Yes"
"'1759484832180","","Talabat Orders","EA","10004054","Extras","Item","0.1","0.1","0.01","0","","","","","-12","Kitchen","-","0","","","","Yes"
"'1759484878685","","Snoonu Orders","EA","10004054","Extras","Item","0.1","0.1","0.01","0","","","","","-9","Kitchen","-","0","","","","Yes"
"'1759484907058","","Rafeeq Orders","EA","10004054","Extras","Item","0.1","0.1","0.01","0","","","","","0","Kitchen","-","0","","","","Yes"
"'1759484935031","","Keeta Orders","EA","10004054","Extras","Item","0.01","0.1","0.01","0","","","","","-14","Kitchen","-","0","","","","Yes"
"'1759927239241","","Croissant ","EA","1028429","Sweets","Item","6","0.1","0.1","0","","","","","-343","Kitchen","-","0","","","","Yes"
"'1760511099559","","Falafel 12pcs","EA","Hot Mezze","Hot Mezze","Item","40","0.1","0.1","0","","","","","-10","Kitchen","-","0","","","","Yes"
"'1760690731151","","Shrimp Avocado Cups","EA","10003744","Appetizers","Item","96","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1760690865367","","Carrot Cucumber Couliflower Plat","EA","10003744","Appetizers","Item","50","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1761033141320","","Mehchi Malfouf Raw","EA","Meals","Meals","Item","90","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1761386685319","","Sujuk","Each","Sandwiches","Sandwiches","Item","15","0.1","0.1","0","","","","","-6","Kitchen","-","0","","","","Yes"
"'1761398056186","","Fish Grilled","EA","From the Grill","From the Grill","Item","120","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1761468654079","","Hrissi","EA","10004075","Main Dish","Item","240","0.1","0.14","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1761642362888","","Popsicle","EA","1028429","Sweets","Item","14","0.1","0.1","0","","","","","-30","Kitchen","-","0","","","","Yes"
"'1761735783483","","Kids Box","EA","10004054","Extras","Item","20","0.1","0.1","0","","","","","-12","Kitchen","-","0","","","","Yes"
"'1761819364345","","Hommos Makdous","EA","10003744","Appetizers","Item","90","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1761906102562","","Burghul with Tomato","EA","10003744","Appetizers","Item","80","0.1","0.1","0","","","","","-1.5","Kitchen","-","0","","","","Yes"
"'1761906179128","","Chicken Noodles","EA","10003744","Appetizers","Item","120","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1762420319359","","Tacos Beef","EA","Trays","Trays","Item","140","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1762511482865","","Oriental Rice with Chicken","Each","10004075","Main Dish","Item","260","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1762867727114","","Quiche Salmon","EA","10003744","Appetizers","Item","180","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1763040677952","","Chicken Bites Dozen","EA","10003744","Appetizers","Item","48","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1763040738351","","Kebbeh Raw","EA","10003744","Appetizers","Item","120","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1763476918331","","Assorted Sandwishes","EA","Sandwiches","Sandwiches","Item","15","0.1","15","0","","","","","-42","Kitchen","-","0","","","","Yes"
"'1763795989343","","Chicken Strogonoff ","EA","10003744","Appetizers","Item","160","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1763809555460","","Kamhieh","EA","10004054","Extras","Item","600","0.21","0.21","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1763819694966","","Halloumi Salad","EA","Salads","Salads","Item","160","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1763887609294","","Strogonoff Beef","EA","10003744","Appetizers","Item","160","0.1","0.1","0","","","","","-7","Kitchen","-","0","","","","Yes"
"'1764076286242","","Water Bones","EA","10003744","Appetizers","Item","270","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1764238001937","","beef burger","EA","10003736","Events","Item","25","0.1","0.1","0","","","","","-20","Kitchen","-","0","","","","Yes"
"'1764238055169","","chicken burger","EA","10003736","Events","Item","25","0.1","0.1","0","","","","","-5","Kitchen","-","0","","","","Yes"
"'1764238100376","","chicken chawarma","EA","10003736","Events","Item","20","0.1","0.1","0","","","","","-45","Kitchen","-","0","","","","Yes"
"'1764238130792","","Beef Chawarma","EA","10003736","Events","Item","20","0.1","0.1","0","","","","","-20","Kitchen","-","0","","","","Yes"
"'1764238162726","","Hot dog","EA","10003736","Events","Item","15","0.1","0.1","0","","","","","-63","Kitchen","-","0","","","","Yes"
"'1764238192283","","Chips","EA","10003736","Events","Item","5","0.1","0.1","0","","","","","-167","Kitchen","-","0","","","","Yes"
"'1764238215932","","Coca Cola","EA","10003736","Events","Item","8","0.1","0.1","0","","","","","-61","Kitchen","-","0","","","","Yes"
"'1764238253923","","Coca Cola Zero","EA","10003736","Events","Item","5","0.1","0.1","0","","","","","-8","Kitchen","-","0","","","","Yes"
"'1764238278860","","Sprite","EA","10003736","Events","Item","5","0.1","0.1","0","","","","","-5","Kitchen","-","0","","","","Yes"
"'1764238300245","","Arwa Water","EA","10003736","Events","Item","5","0.1","0.1","0","","","","","-304","Kitchen","-","0","","","","Yes"
"'1764240106263","","Special Box","EA","10003736","Events","Item","40","0.1","0.1","0","","","","","-57","Kitchen","-","0","","","","Yes"
"'1764322884887","","Lamb Chops Raw","EA","10004054","Extras","Item","160","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1764401004671","","Kebbeh Bi Laban","EA","10003744","Appetizers","Item","140","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1764425374998","","Shrimp Fajita ","EA","10003744","Appetizers","Item","280","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1764425588634","","Cheese Rolls 18pcs","EA","10003744","Appetizers","Item","52.5","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1764482154759","","Briyani Meat","EA","10004075","Main Dish","Item","200","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1764659644877","","Kameh Kg","EA","Desserts","Desserts","Item","100","0.1","0.1","0","","","","","-12","Kitchen","-","0","","","","Yes"
"'1764659695333","","Maakaroun 1 Kg","EA","1028429","Sweets","Item","100","0.1","0.1","0","","","","","-12","Kitchen","-","0","","","","Yes"
"'1764742195181","","Kameh Half Portion","EA","10004075","Main Dish","Item","50","0.1","0.1","0","","","","","-11","Kitchen","-","0","","","","Yes"
"'1764743511584","","Chich Barak 120 Pcs","EA","10004075","Main Dish","Item","325","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1764759848459","","Kashta 12pcs","EA","Desserts","Desserts","Item","50","0.1","0.1","0","","","","","-44.5","Kitchen","-","0","","","","Yes"
"'1764759983385","","Kashta 6pcs","EA","Desserts","Desserts","Item","25","0.1","0.1","0","","","","","-15","Kitchen","-","0","","","","Yes"
"'1764760075065","","Jouz 12Pcs","EA","Desserts","Desserts","Item","50","0.1","0.1","0","","","","","-35.5","Kitchen","-","0","","","","Yes"
"'1764760112793","","Jouz 6Pcs","EA","Desserts","Desserts","Item","25","0.1","0.1","0","","","","","-14","Kitchen","-","0","","","","Yes"
"'1764760173401","","Maacroun Half Portion","EA","Desserts","Desserts","Item","60","0.1","0.1","0","","","","","-21","Kitchen","-","0","","","","Yes"
"'1764760232927","","Ouwaymat Half Portion","EA","Desserts","Desserts","Item","50","0.1","0.1","0","","","","","-17","Kitchen","-","0","","","","Yes"
"'1764760286885","","ouwaymat","EA","Desserts","Desserts","Item","100","0.1","0.1","0","","","","","-5","Kitchen","-","0","","","","Yes"
"'1764919759911","","Salmon with Vegetables","EA","10004075","Main Dish","Item","250","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1764928682583","","Pasta Salad","EA","Salads","Salads","Item","180","0.1","0.1","0","","","","","-6.5","Kitchen","-","0","","","","Yes"
"'1764929132858","","Fruit Salad","EA","Desserts","Desserts","Item","220","0.1","0.12","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1764940464617","","Chicken Alfredo","EA","10004075","Main Dish","Item","280","0.1","0.1","0","","","","","-4","Kitchen","-","0","","","","Yes"
"'1765013602306","","Caesar Salad","EA","Salads","Salads","Item","180","0.1","0.1","0","","","","","-5","Kitchen","-","0","","","","Yes"
"'1765086997577","","Paella","EA","10004075","Main Dish","Item","200","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1765198965842","","Sfouf","EA","1028429","Sweets","Item","100","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1765288006717","","Fatayer Cheese","EA","10003744","Appetizers","Item","40","0.1","0.1","0","","","","","-1.5","Kitchen","-","0","","","","Yes"
"'1765451766835","","Steak Mushroom","EA","10004075","Main Dish","Item","380","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1765452036775","","Buratta Salad","EA","Salads","Salads","Item","220","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1765452369200","","Salmon Canapes 12pcs","EA","10003744","Appetizers","Item","110","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1765452415928","","Chicken Canapes","EA","10003744","Appetizers","Item","100","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1765535562948","","Shawarma Beef Portion","EA","Hot Mezze","Hot Mezze","Item","180","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1765535872856","","Greek Salad","EA","Salads","Salads","Item","170","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1765536774548","","Smoked Salmon","EA","10003744","Appetizers","Item","120","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1765536990585","","Shrimp Tortilla","EA","10003744","Appetizers","Item","12","0.1","0.1","0","","","","","-15","Kitchen","-","0","","","","Yes"
"'1765877783975","","Waiter","EA","10004054","Extras","Item","150","150","150","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1765958647699","","Caster Tray","EA","1028429","Sweets","Item","100","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1766045939161","","Loubye Meat","EA","10004075","Main Dish","Item","160","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1766397801646","","Cup Cake","EA","1028429","Sweets","Item","14","0.1","0.1","0","","","","","-20","Kitchen","-","0","","","","Yes"
"'1766573060080","","Mashed Potato","EA","10004075","Main Dish","Item","80","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1766573126313","","Chicken Mehchi with rice","EA","10004075","Main Dish","Item","350","0.1","0.1","0","","","","","-4","Kitchen","-","0","","","","Yes"
"'1766574606564","","Shrimp Kaju Nuts","EA","10004075","Main Dish","Item","270","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1766574754458","","Frikeh Salad","EA","Salads","Salads","Item","180","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1766660568720","","Dynamite Shrimps","EA","10004075","Main Dish","Item","180","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1767190770660","","Beetroot Salad","EA","Salads","Salads","Item","150","0.1","0.11","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1767264663159","","Chicken Pie","EA","10004075","Main Dish","Item","160","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1767883594009","","Noodles Salad","EA","Salads","Salads","Item","170","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1767883639323","","Shrimp Cup","EA","10003744","Appetizers","Item","7","0.1","0.1","0","","","","","-18","Kitchen","-","0","","","","Yes"
"'1767883662583","","Rice Paper Veg","EA","10003744","Appetizers","Item","3.5","0.1","0.1","0","","","","","-18","Kitchen","-","0","","","","Yes"
"'1768310727957","","Vegetables Mix Plate","EA","10003744","Appetizers","Item","120","0.1","0.1","0","","","","","-5","Kitchen","-","0","","","","Yes"
"'1768324068164","","QIFF Hommos","EA","10007852","1QIFF","Item","10","0.1","0.1","0","","","","","-29","Kitchen","-","0","","","","Yes"
"'1768324190634","","QIFF Moutabla","EA","10007852","1QIFF","Item","10","0.1","0.1","0","","","","","-9","Kitchen","-","0","","","","Yes"
"'1768324277805","","QIFF vine leaves","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-70","Kitchen","-","0","","","","Yes"
"'1768324635919","","qiff tabbouleh","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-17","Kitchen","-","0","","","","Yes"
"'1768324695978","","qiff fattouch ","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-11","Kitchen","-","0","","","","Yes"
"'1768324731349","","qiff greek salad ","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-6","Kitchen","-","0","","","","Yes"
"'1768324779097","","qiff chicken shawarma ","EA","10007852","1QIFF","Item","20","0.1","0.1","0","","","","","-1054","Kitchen","-","0","","","","Yes"
"'1768324827187","","qiff beef burger","EA","10007852","1QIFF","Item","20","0.1","0.1","0","","","","","-71","Kitchen","-","0","","","","Yes"
"'1768324865153","","qiff chicken  burger ","EA","10007852","1QIFF","Item","20","0.1","0.1","0","","","","","-18","Kitchen","-","0","","","","Yes"
"'1768324902632","","qiff chicken fajita ","EA","10007852","1QIFF","Item","25","0.1","0.1","0","","","","","-83","Kitchen","-","0","","","","Yes"
"'1768324937541","","qiff beef philadelphia ","EA","10007852","1QIFF","Item","25","0.1","0.1","0","","","","","-54","Kitchen","-","0","","","","Yes"
"'1768324988486","","qiff meat kafta ","EA","10007852","1QIFF","Item","20","0.1","0.1","0","","","","","-38","Kitchen","-","0","","","","Yes"
"'1768325021019","","qiff soujouk","EA","10007852","1QIFF","Item","20","0.1","0.1","0","","","","","-42","Kitchen","-","0","","","","Yes"
"'1768325059567","","qiff choco banana","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-10","Kitchen","-","0","","","","Yes"
"'1768325097180","","qiff custard ","EA","10007852","1QIFF","Item","10","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1768325128312","","qiff jello ","EA","10007852","1QIFF","Item","10","0.1","0.1","0","","","","","0","Kitchen","-","0","","","","Yes"
"'1768325171443","","qiff lazy cake ","EA","10007852","1QIFF","Item","10","0.1","0.1","0","","","","","-11","Kitchen","-","0","","","","Yes"
"'1768325204792","","qiff cola ","EA","10007852","1QIFF","Item","6","0.1","0.1","0","","","","","-157","Kitchen","-","0","","","","Yes"
"'1768325244776","","qiff cola zero ","EA","10007852","1QIFF","Item","6","0.1","0.1","0","","","","","-78","Kitchen","-","0","","","","Yes"
"'1768325279600","","qiff fanta ","EA","10007852","1QIFF","Item","6","0.1","0.1","0","","","","","-34","Kitchen","-","0","","","","Yes"
"'1768325305278","","qiff sprite ","EA","10007852","1QIFF","Item","6","0.1","0.1","0","","","","","-51","Kitchen","-","0","","","","Yes"
"'1768325339238","","qiff sprite zero","EA","10007852","1QIFF","Item","6","0.1","0.1","0","","","","","-27","Kitchen","-","0","","","","Yes"
"'1768325376980","","qiff water ","EA","10007852","1QIFF","Item","6","0.1","0.1","0","","","","","-447","Kitchen","-","0","","","","Yes"
"'1768325408831","","qiff chickenh nuggets ","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-35","Kitchen","-","0","","","","Yes"
"'1768325465936","","qiff mozzarella sticks ","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-15","Kitchen","-","0","","","","Yes"
"'1768408480500","","French Fries","EA","10007852","1QIFF","Item","10","0.1","0.1","0","","","","","-39","Kitchen","-","0","","","","Yes"
"'1768661784932","","Espresso","EA","10007852","1QIFF","Item","14","0.1","0.1","0","","","","","-4","Kitchen","-","0","","","","Yes"
"'1768661841479","","Double Espresso","EA","10007852","1QIFF","Item","16","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1768661911642","","Long Black","EA","10007852","1QIFF","Item","16","0.1","0.1","0","","","","","0","Kitchen","-","0","","","","Yes"
"'1768661968368","","Ristretto","EA","10007852","1QIFF","Item","14","0.1","0.1","0","","","","","0","Kitchen","-","0","","","","Yes"
"'1768662003119","","Cardamon Tea","EA","10007852","1QIFF","Item","16","0.1","0.1","0","","","","","-3","Kitchen","-","0","","","","Yes"
"'1768662113047","","Americano","EA","10007852","1QIFF","Item","16","0.1","0.1","0","","","","","-4","Kitchen","-","0","","","","Yes"
"'1768662147663","","Cappuccino","EA","10007852","1QIFF","Item","18","0.1","0.1","0","","","","","-14","Kitchen","-","0","","","","Yes"
"'1768662188629","","Hot Chocolate","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-23","Kitchen","-","0","","","","Yes"
"'1768662225414","","Hot Milk","EA","10007852","1QIFF","Item","13","0.1","0.1","0","","","","","0","Kitchen","-","0","","","","Yes"
"'1768662286414","","Cafe Tea Latte","EA","10007852","1QIFF","Item","18","0.1","0.1","0","","","","","0","Kitchen","-","0","","","","Yes"
"'1768662328988","","Espresso Latte","EA","10007852","1QIFF","Item","18","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1768662373826","","Cafe Latte","EA","10007852","1QIFF","Item","18","0.1","0.1","0","","","","","-7","Kitchen","-","0","","","","Yes"
