"ID","Product Reference","Name*","UOM*","Product Category ID*","Product Category Name","Product Type","Sale Price","Purchase Price","Cost Price","Discount Price","Start Date","End Date","Description","Arabic Name","Quantity","Terminal ","Secondary / Default Unit","Secondary / Default Unit Qty","Brand","Product Group","Supplier Name","Active"
"'1768662407792","","Tea Latte","EA","10007852","1QIFF","Item","16","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1768662457302","","Cafe Mocha","EA","10007852","1QIFF","Item","18","0.1","0.1","0","","","","","-4","Kitchen","-","0","","","","Yes"
"'1768662501635","","Choco Milk","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-5","Kitchen","-","0","","","","Yes"
"'1768678566925","","Tea","EA","10007852","1QIFF","Item","10","0.1","0.1","0","","","","","-14","Kitchen","-","0","","","","Yes"
"'1768828085045","","Mixed Roasted Nuts Big","EA","10007852","1QIFF","Item","45","0.1","0.1","0","","","","","-2","Kitchen","-","0","","","","Yes"
"'1768828173641","","Mixed Roasted nuts Small","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-6","Kitchen","-","0","","","","Yes"
"'1768828236805","","Spiral Potato","EA","10007852","1QIFF","Item","15","0.1","0.1","0","","","","","-1016","Kitchen","-","0","","","","Yes"
"'1769886242570","","Mhamara","Dozen","10003744","Appetizers","Item","80","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1770306148023","","Noodles With Vegetables","EA","10004075","Main Dish","Item","180","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1770306372530","","Garlic paste","EA","10003744","Appetizers","Item","30","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1770981579212","","Chicken Nuggets","EA","10003744","Appetizers","Item","120","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1770981663879","","Warm Light ","EA","From the Grill","From the Grill","Item","120","0.1","0.1","0","","","","","0","Kitchen","-","0","","","","Yes"
"'1771850615838","","Tomato Kammouni","EA","10003744","Appetizers","Item","70","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1772215707429","","Puff Pastry Mozarella","Each","10003744","Appetizers","Item","144","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1772215761325","","Shrimp Teryaki","Each","10004075","Main Dish","Item","180","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'1772215807622","","Artichaud Dip","Each","10003744","Appetizers","Item","100","0.1","0.1","0","","","","","-1","Kitchen","-","0","","","","Yes"
"'180","","Maintenance works","EA","1028231","Maintenance","Item","0.1","900","900","0","2025-05-06 00:00:00","2025-05-06 00:00:00","","","0","","-","0","","","","Yes"
"'18000","","Tomex Frozen Sweet Corn 4x2.5KG","EA","Raw Materials","Raw Materials","Item","0.1","95","95","0","2025-07-16 00:00:00","2025-07-16 00:00:00","","","0","","-","0","","","","Yes"
"'18001","","Frozen Mango Pulp 16x1Kg","EA","Raw Materials","Raw Materials","Item","0.1","105","105","0","2025-07-07 00:00:00","2025-07-07 00:00:00","","","0","","-","0","","","","Yes"
"'18002","","Frozen Strawberry 10x1kg","EA","Raw Materials","Raw Materials","Item","0.1","75","75","0","2025-07-07 00:00:00","2025-07-07 00:00:00","","","0","","-","0","","","","Yes"
"'18004","","Frozen Mix Vegetable","EA","Raw Materials","Raw Materials","Item","0.1","42","42","0","2025-06-02 00:00:00","2025-06-02 00:00:00","","","0","","-","0","","","","Yes"
"'18005","","Frozen French Fries 4 x 2.5Kg","EA","Raw Materials","Raw Materials","Item","0.1","0.1","50","0","2025-05-11 00:00:00","2025-05-11 00:00:00","","","0","","-","0","","","","Yes"
"'18008","","FZ EG Mango SlicesFahed Food 1Kgx8 / Box","EA","Raw Materials","Raw Materials","Item","0.1","69","69","0","2025-09-08 00:00:00","2025-09-08 00:00:00","","","0","","-","0","","","","Yes"
"'18009","","FZ EG Strawberry 1kgx8 Vegie-Tut","EA","Raw Materials","Raw Materials","Item","0.1","60","60","0","2025-08-26 00:00:00","2025-08-26 00:00:00","","","0","","-","0","","","","Yes"
"'18010","","Frz EG Mixed Vegetables 2.5Kgx4 Hi-Chef","EA","Raw Materials","Raw Materials","Item","0.1","34","34","0","2025-08-16 00:00:00","2025-08-16 00:00:00","","","0","","-","0","","","","Yes"
"'18011","","Tomex Mix Vegetables 4x2.5KG","EA","Raw Materials","Raw Materials","Item","0.1","50","50","0","2025-07-16 00:00:00","2025-07-16 00:00:00","","","0","","-","0","","","","Yes"
"'18012","","Okra Zero 20x400g","EA","Raw Materials","Raw Materials","Item","0.1","90","90","0","2025-07-12 00:00:00","2025-07-12 00:00:00","","","0","","-","0","","","","Yes"
"'18013","","Frz EG Cauli Flower 2.5Kgx4 Hi-Chef","EA","Raw Materials","Raw Materials","Item","0.1","35","35","0","2025-08-16 00:00:00","2025-08-16 00:00:00","","","0","","-","0","","","","Yes"
"'18014","","Green Peas - Medium Fine 4x2.5KG","EA","Raw Materials","Raw Materials","Item","0.1","63","63","0","2025-07-21 00:00:00","2025-07-21 00:00:00","","","0","","-","0","","","","Yes"
"'18015","","Green Peas 2.5 Kg","EA","Raw Materials","Raw Materials","Item","0.1","12","12","0","2025-06-16 00:00:00","2025-06-16 00:00:00","","","0","","-","0","","","","Yes"
"'18017","","FRZ EG Cut Beans 2.5x4kg Hi-Chef","EA","Raw Materials","Raw Materials","Item","0.1","43","43","0","2025-08-26 00:00:00","2025-08-26 00:00:00","","","0","","-","0","","","","Yes"
"'18018","","Green Beans - Cut 4x2.5KG","EA","Raw Materials","Raw Materials","Item","0.1","60","60","0","2025-07-21 00:00:00","2025-07-21 00:00:00","","","0","","-","0","","","","Yes"
"'18019","","Frozen Shredded Mozzarella","EA","Raw Materials","Raw Materials","Item","0.1","25","25","0","2025-06-28 00:00:00","2025-06-28 00:00:00","","","1","","-","0","","","","Yes"
"'18020","","Wabel Kaskawal Shredded Mozarells 6x2Kg","EA","10003722","Daily Dish","Item","0.1","300","300","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'18021","","French Fries 9x9mm, Skin off 4x2.5Kgs","EA","Raw Materials","Raw Materials","Item","0.1","68","68","0","2025-07-06 00:00:00","2025-07-06 00:00:00","","","2","","-","0","","","","Yes"
"'18022","","Hash Brown Triangular 4x2.5Kgs","EA","Raw Materials","Raw Materials","Item","0.1","90","90","0","2025-07-06 00:00:00","2025-07-06 00:00:00","","","1","","-","0","","","","Yes"
"'18024","","Beef Bacon Bits Toppings 6x1KG","EA","Raw Materials","Raw Materials","Item","0.1","170","170","0","2025-07-21 00:00:00","2025-07-21 00:00:00","","","0","","-","0","","","","Yes"
"'18025","","Fish Filet Frozen - Vietnam 1 Kg","EA","Raw Materials","Raw Materials","Item","0.1","9","9","0","2025-08-26 00:00:00","2025-08-26 00:00:00","","","0","","-","0","","","","Yes"
"'18026","","Fish Filet Box 4x2.5 Kg","EA","Raw Materials","Raw Materials","Item","0.1","75","75","0","2025-07-27 00:00:00","2025-07-27 00:00:00","","","0","","-","0","","","","Yes"
"'18027","","Fish Fillet - 4 x 2.5 KG","EA","Raw Materials","Raw Materials","Item","0.1","73","73","0","2025-07-12 00:00:00","2025-07-12 00:00:00","","","0","","-","0","","","","Yes"
"'18028","","Shrimp Frozen 11/15 1 Kg","EA","Raw Materials","Raw Materials","Item","0.1","28","28","0","2025-08-26 00:00:00","2025-08-26 00:00:00","","","0","","-","0","","","","Yes"
"'18029","","PD Shrimp 11/15 (10 x 1 Kg )","EA","Raw Materials","Raw Materials","Item","0.1","29","29","0","2025-06-02 00:00:00","2025-06-02 00:00:00","","","0","","-","0","","","","Yes"
"'18030","","Mix Sea Food 20x400 gm","EA","Raw Materials","Raw Materials","Item","0.1","170","170","0","2025-06-18 00:00:00","2025-06-18 00:00:00","","","0","","-","0","","","","Yes"
"'18031","","Tomex Spinach Leaf 4x2.5kgs","EA","Raw Materials","Raw Materials","Item","0.1","55","55","0","2025-09-20 00:00:00","2025-09-20 00:00:00","","","0","","-","0","","","","Yes"
"'18032","","Frz EG Chopped Spinach 2.5KGx4 Hi-Chef","EA","Raw Materials","Raw Materials","Item","0.1","35","35","0","2025-09-01 00:00:00","2025-09-01 00:00:00","","","0","","-","0","","","","Yes"
"'18033","","Frozen Spinach 10x1kg KLA India","EA","Raw Materials","Raw Materials","Item","0.1","37","37","0","2025-04-29 00:00:00","2025-04-29 00:00:00","","","0","","-","0","","","","Yes"
"'18034","","Frozen Mackerel Whole 10kgs","EA","Raw Materials","Raw Materials","Item","0.01","65","65","0","2025-04-14 00:00:00","2025-04-14 00:00:00","","","0","","-","0","","","","Yes"
"'18035","","Green Beans 2.5 Kgs","EA","Raw Materials","Raw Materials","Item","0.1","10","10","0","2025-06-16 00:00:00","2025-06-16 00:00:00","","","0","","-","0","","","","Yes"
"'18037","Fahed","Aviko Crunchy Crispy 9.5mm","EA","Raw Materials","Raw Materials","Item","0.1","90","90","0","2025-09-23 00:00:00","2025-09-23 00:00:00","","","0","","-","0","","","","Yes"
"'18038","","Frz EG Okra Zero 20gx400 Hi-Chef","EA","Raw Materials","Raw Materials","Item","0.1","83","83","0","2025-08-16 00:00:00","2025-08-16 00:00:00","","","0","","-","0","","","","Yes"
"'18039","","Aviko H Patatas Bravas 4x2500g","EA","Raw Materials","Raw Materials","Item","0.1","110","110","0","2025-09-18 00:00:00","2025-09-18 00:00:00","","","0","","-","0","","","","Yes"
"'18040","","FRZ US Beef HotDog 6Inch 6/1Kg Oak Valley","EA","Raw Materials","Raw Materials","Item","0.1","72","72","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'18050","","GRANORO - LASAGNE ALL' UOVO (12X500G) (120)","EA","Raw Materials","Raw Materials","Item","0.1","116","116","0","2025-11-03 00:00:00","2025-11-03 00:00:00","","","0","","-","0","","","","Yes"
"'19000","","Bake XL - Improver 10Kgs","EA","Raw Materials","Raw Materials","Item","0.1","163","163","0","2025-09-20 00:00:00","2025-09-20 00:00:00","","","0","","-","0","","","","Yes"
"'19001","","Milk Compound Chocolate 5Kgs","EA","Raw Materials","Raw Materials","Item","0.1","80","80","0","2025-09-20 00:00:00","2025-09-20 00:00:00","","","0","","-","0","","","","Yes"
"'19002","","White Compound Chocolate 5Kgs","EA","Raw Materials","Raw Materials","Item","0.1","80","80","0","2025-09-20 00:00:00","2025-09-20 00:00:00","","","0","","-","0","","","","Yes"
"'19003","","Dark Compound Chocolate","EA","Raw Materials","Raw Materials","Item","0.1","80","80","0","2025-09-20 00:00:00","2025-09-20 00:00:00","","","0","","-","0","","","","Yes"
"'19004","","Croissant Butter 82% Le Grand Tourage 10x1Kg","EA","Raw Materials","Raw Materials","Item","0.1","575","575","0","2025-09-08 00:00:00","2025-09-08 00:00:00","","","0","","-","0","","","","Yes"
"'19005","","WHITE SUGAR PASTE 1KG X 12PCS","EA","Raw Materials","Raw Materials","Item","0.1","180","180","0","2025-07-27 00:00:00","2025-07-27 00:00:00","","","0","","-","0","","","","Yes"
"'19006","","SUGAR PASTE black 1KG X 12PCS","EA","Raw Materials","Raw Materials","Item","0.1","168","168","0","2025-09-10 00:00:00","2025-09-10 00:00:00","","","0","","-","0","","","","Yes"
"'19007","","SUGAR PASTE White 1KG X 12PCS","EA","Raw Materials","Raw Materials","Item","0.1","168","168","0","2025-09-10 00:00:00","2025-09-10 00:00:00","","","0","","-","0","","","","Yes"
"'19009","","SUGAR PASTE COLOR 1KG","EA","Raw Materials","Raw Materials","Item","0.1","16","16","0","2025-07-27 00:00:00","2025-07-27 00:00:00","","","0","","-","0","","","","Yes"
"'19011","","Frozen Mix Berries 2.5kgs Andros Chef","EA","Raw Materials","Raw Materials","Item","0.1","87.5","87.5","0","2025-09-20 00:00:00","2025-09-20 00:00:00","","","0","","-","0","","","","Yes"
"'19012","","COCOA POWDER 1KG","EA","Raw Materials","Raw Materials","Item","0.1","60","60","0","2025-07-27 00:00:00","2025-07-27 00:00:00","","","0","","-","0","","","","Yes"
"'19013","","WHITE COMPOUND BLOCKS 2.5KG","EA","Raw Materials","Raw Materials","Item","0.1","45","45","0","2025-07-27 00:00:00","2025-07-27 00:00:00","","","0","","-","0","","","","Yes"
"'19014","","MILK COMPOUND BLOCKS 2.5KG","EA","Raw Materials","Raw Materials","Item","0.1","45","45","0","2025-07-27 00:00:00","2025-07-27 00:00:00","","","0","","-","0","","","","Yes"
"'19015","","DARK COMPOUND BLOCKS 2.5KG","EA","Raw Materials","Raw Materials","Item","0.1","45","45","0","2025-07-27 00:00:00","2025-07-27 00:00:00","","","0","","-","0","","","","Yes"
"'19016","","Chocolate Sticks 1KG","EA","Raw Materials","Raw Materials","Item","0.1","27","27","0","2025-07-27 00:00:00","2025-07-27 00:00:00","","","0","","-","0","","","","Yes"
"'19017","","Vizyon White Sugar Paste 1kgx12Pcs","EA","Raw Materials","Raw Materials","Item","0.1","180","180","0","2025-10-15 00:00:00","2025-10-15 00:00:00","","","0","","-","0","","","","Yes"
"'19018","","Piping Bag 10 Pcs","EA","Raw Materials","Raw Materials","Item","0.1","195","195","0","2025-10-15 00:00:00","2025-10-15 00:00:00","","","0","","-","0","","","","Yes"
"'19019","","Vizyon Custard 1Kgx10pcs","EA","Raw Materials","Raw Materials","Item","0.1","285","285","0","2025-10-15 00:00:00","2025-10-15 00:00:00","","","0","","-","0","","","","Yes"
"'19020","","Candia Puff Pastry Butter Extra Tourage 82% 1Kgx10","EA","Raw Materials","Raw Materials","Item","510","510","510","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'19021","","Spiral Whipping Cream 1 Ltrx12pcs","EA","Raw Materials","Raw Materials","Item","0.1","140","140","0","2025-10-15 00:00:00","2025-10-15 00:00:00","","","0","","-","0","","","","Yes"
"'19025","","Vizyon Baking Powder 2Kg","EA","Raw Materials","Raw Materials","Item","0.1","35","35","0","2025-11-03 00:00:00","2025-11-03 00:00:00","","","0","","-","0","","","","Yes"
"'19029","","Mission Tortilla Wraps 25 A 6x13 105c Original 378 g","EA","Raw Materials","Raw Materials","Item","0.1","7","7","0","2025-09-23 00:00:00","2025-09-23 00:00:00","","","0","","-","0","","","","Yes"
"'19030","","Mission Tortilla Wraps Wheat 20A 8x12 120c Original 320g","EA","Raw Materials","Raw Materials","Item","0.1","6","6","0","2025-09-23 00:00:00","2025-09-23 00:00:00","","","0","","-","0","","","","Yes"
"'19031","","Icing sugar 2Kg 5 pkt","EA","Raw Materials","Raw Materials","Item","0.1","60","60","0","2025-10-23 00:00:00","2025-10-23 00:00:00","","","0","","-","0","","","","Yes"
"'19032","","Backaldrin Dry Yeast 20Pc x 500g","EA","Raw Materials","Raw Materials","Item","0.1","125","125","0","2025-10-23 00:00:00","2025-10-23 00:00:00","","","0","","-","0","","","","Yes"
"'19033","","Vanilla Liquid Btl","EA","Raw Materials","Raw Materials","Item","0.1","61","61","0","2025-10-23 00:00:00","2025-10-23 00:00:00","","","0","","-","0","","","","Yes"
"'19035","","Flour Turkey 50 Kgs","EA","Raw Materials","Raw Materials","Item","0.1","90","90","0","2025-10-23 00:00:00","2025-10-23 00:00:00","","","0","","-","0","","","","Yes"
"'19039","","Qnited Cocoa Powder 10Kg Reference 900","EA","Raw Materials","Raw Materials","Item","0.1","300","300","0","2025-10-26 00:00:00","2025-10-26 00:00:00","","","0","","-","0","","","","Yes"
"'19050","","Mozarella Sticks 6 KG","EA","Raw Materials","Raw Materials","Item","0.1","175","175","0","2025-10-27 00:00:00","2025-10-27 00:00:00","","","0","","-","0","","","","Yes"
"'19051","","Campina Butter Sheet 2x5","EA","Raw Materials","Raw Materials","Item","0.1","500","500","0","2025-10-29 00:00:00","2025-10-29 00:00:00","","","0","","-","0","","","","Yes"
"'19055","","Ketchup Sauce Tredos","EA","Raw Materials","Raw Materials","Item","0.1","0.1","70","0","2026-01-15 00:00:00","2026-01-15 00:00:00","","","0","","-","0","","","","Yes"
"'19060","","MILK COMPOUND BLOCKS 2.5KG","EA","Raw Materials","Raw Materials","Item","0.1","0.1","45","0","2025-12-02 00:00:00","2025-12-02 00:00:00","","","0","","-","0","","","","Yes"
"'19100","","President Butter Sheets","EA","Raw Materials","Raw Materials","Item","0.1","575","575","0","2025-12-29 00:00:00","2025-12-29 00:00:00","","","0","","-","0","","","","Yes"
"'200","","Meal Subscription 20 days","Each","10003736","Events","Item","800","0.1","0.1","0","2025-05-12 00:00:00","2025-05-12 00:00:00","","","-10","","-","0","","","","Yes"
"'20001","","Benina - Soy Sauce Original 1.86L","EA","Raw Materials","Raw Materials","Item","0.1","12.5","12.5","0","2025-07-12 00:00:00","2025-07-12 00:00:00","","","0","","-","0","","","","Yes"
"'20002","","Benina - Oyster Sauce 1.9L","EA","Raw Materials","Raw Materials","Item","0.1","18.5","18.5","0","2025-07-12 00:00:00","2025-07-12 00:00:00","","","0","","-","0","","","","Yes"
"'20003","","Benina - Sweet and Sour 1.9L","EA","Raw Materials","Raw Materials","Item","0.1","20","20","0","2025-07-12 00:00:00","2025-07-12 00:00:00","","","0","","-","0","","","","Yes"
"'20007","","Benina Sweet & Chili Sauce 1.9L","EA","Raw Materials","Raw Materials","Item","0.1","0.1","19","0","2025-12-15 00:00:00","2025-12-15 00:00:00","","","0","","-","0","","","","Yes"
"'20008","","Benina Pizza Sauce 4.1 Kg","EA","Raw Materials","Raw Materials","Item","0.1","41","41","0","2025-12-15 00:00:00","2025-12-15 00:00:00","","","0","","-","0","","","","Yes"
"'20009","","Beef Jerky Original Flavour 25 G","EA","Raw Materials","Raw Materials","Item","0.1","7.5","7.5","0","2025-12-15 00:00:00","2025-12-15 00:00:00","","","0","","-","0","","","","Yes"
"'20012","","Kings Harvest - Crispy Fried Onions","KG","Raw Materials","Raw Materials","Item","0.1","27","27","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'20013","","Benina Quinoa Multicolor 1000G","EA","Raw Materials","Raw Materials","Item","0.1","23","23","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'201","","Catering Event","EA","10003736","Events","Item","2560","0.01","0.01","0","2025-05-28 00:00:00","2025-05-28 00:00:00","","","-937","","-","0","","","","Yes"
"'20145","","Microsoft Daily Breakfast Catering","EA","10003736","Events","Item","690","0","","0","2026-02-01 00:00:00","2026-02-01 00:00:00","","","-40","","-","0","","","","Yes"
"'21000","","Sunflower oil 4x5Lit","EA","Raw Materials","Raw Materials","Item","0.1","108","108","0","2025-04-08 00:00:00","2025-04-08 00:00:00","","","0","","-","0","","","","Yes"
"'21001","","Palm Oil 18 Ltr","EA","Raw Materials","Raw Materials","Item","0.1","0.1","112","0","2025-05-11 00:00:00","2025-05-11 00:00:00","","","0","","-","0","","","","Yes"
"'21002","","Benina Sesame Oil 1.86L","EA","Raw Materials","Raw Materials","Item","0.1","65","65","0","2025-07-26 00:00:00","2025-07-26 00:00:00","","","0","","-","0","","","","Yes"
"'21003","","Colavita Balsamic Vinegar - 5L","EA","Raw Materials","Raw Materials","Item","0.1","49","49","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'21004","","MBM Apple Vinegar 500ML","EA","Raw Materials","Raw Materials","Item","0.1","6.25","6.25","0","2025-05-29 00:00:00","2025-05-29 00:00:00","","","0","","-","0","","","","Yes"
"'21005","","White Vinegar 4x3.78ltr","EA","Raw Materials","Raw Materials","Item","0.1","18","18","0","2025-04-27 00:00:00","2025-04-27 00:00:00","","","0","","-","0","","","","Yes"
"'21006","","Qutof White Vinegar 4ltrx4","EA","Raw Materials","Raw Materials","Item","0.02","20","20","0","2025-04-14 00:00:00","2025-04-14 00:00:00","","","0","","-","0","","","","Yes"
"'21007","","BM Mixed pickles 10 kg","EA","Raw Materials","Raw Materials","Item","0.1","81.5","81.5","0","2025-08-26 00:00:00","2025-08-26 00:00:00","","","0","","-","0","","","","Yes"
"'21008","","HAPPY GARDENS PICKLED GRAPE LEAVES","EA","Raw Materials","Raw Materials","Item","0.1","13.06","13.06","0","2025-04-28 00:00:00","2025-04-28 00:00:00","","","0","","-","0","","","","Yes"
"'21009","","EGG LARGE 360PCS (12X30's)","EA","Raw Materials","Raw Materials","Item","0.1","155","155","0","2025-09-18 00:00:00","2025-09-18 00:00:00","","","0","","-","0","","","","Yes"
"'21010","","Fresh Eggs Grade A -","EA","Raw Materials","Raw Materials","Item","0.1","120","120","0","2025-04-08 00:00:00","2025-04-08 00:00:00","","","0","","-","0","","","","Yes"
"'21011","","Perfecta Mayonnaise","EA","10004618","Raw Items","Item","0.1","180","180","0","2025-06-28 00:00:00","2025-06-28 00:00:00","","","0","","-","0","","","","Yes"
"'21012","","Mayonnaise","EA","Raw Materials","Raw Materials","Item","0.01","40","40","0","2025-03-27 00:00:00","2025-03-27 00:00:00","","","0","","-","0","","","","Yes"
"'21013","","Happy Gardens Tahina Extra 8.58 NW - GW 9.00","EA","Raw Materials","Raw Materials","Item","0.1","162.56","162.56","0","2025-09-14 00:00:00","2025-09-14 00:00:00","","","0","","-","0","","","","Yes"
"'21014","","Al Shaab Tahina 8 kg","EA","Raw Materials","Raw Materials","Item","0.1","122","122","0","2025-05-03 00:00:00","2025-05-03 00:00:00","","","0","","-","0","","","","Yes"
"'21015","","Whole Peeled Tomatoes 6x2.5KG","EA","Raw Materials","Raw Materials","Item","0.1","90","90","0","2025-06-28 00:00:00","2025-06-28 00:00:00","","","0","","-","0","","","","Yes"
"'21016","","Tomato Cut 1 Box","EA","10004618","Raw Items","Item","20","0.1","0.1","0","2025-09-22 00:00:00","2025-09-22 00:00:00","","","-6","Kitchen","-","0","","","","Yes"
"'21017","","IT Chopped Tomatoes 2550GMx6 Patisiya","EA","Raw Materials","Raw Materials","Item","0.1","75","75","0","2025-09-16 00:00:00","2025-09-16 00:00:00","","","0","","-","0","","","","Yes"
"'21018","","Tomato Peeled 6 x 2.5Kgs","EA","Raw Materials","Raw Materials","Item","0.1","96","96","0","2025-06-18 00:00:00","2025-06-18 00:00:00","","","0","","-","0","","","","Yes"
"'21019","","BM Tomato Paste 650 GR - Lebanon","EA","Raw Materials","Raw Materials","Item","0.1","8.5","8.5","0","2025-05-29 00:00:00","2025-05-29 00:00:00","","","0","","-","0","","","","Yes"
"'21020","","Tomato Paste 800gms x 12","EA","Raw Materials","Raw Materials","Item","0.1","40","40","0","2025-05-20 00:00:00","2025-05-20 00:00:00","","","1","","-","0","","","","Yes"
"'21021","","Happy Gardens Black Olives 12 kgs","EA","Raw Materials","Raw Materials","Item","0.1","168","168","0","2025-08-21 00:00:00","2025-08-21 00:00:00","","","0","","-","0","","","","Yes"
"'21022","","Happy Gardens Tehina Brl N.W. 10KG","EA","Raw Materials","Raw Materials","Item","0.1","160","160","0","2025-09-14 00:00:00","2025-09-14 00:00:00","","","0","","-","0","","","","Yes"
"'21023","","Happy Gardens Green Olives","EA","Raw Materials","Raw Materials","Item","0.1","163.2","163.2","0","2025-08-21 00:00:00","2025-08-21 00:00:00","","","0","","-","0","","","","Yes"
"'21024","","Happy Gardens Foul Medamas 400gr 1x24","EA","Raw Materials","Raw Materials","Item","0.1","2","2","0","2025-07-16 00:00:00","2025-07-16 00:00:00","","","0","","-","0","","","","Yes"
"'21025","","Happy Gardens Chickpeas 9mm-20 kg","EA","Raw Materials","Raw Materials","Item","0.1","180.5","180.5","0","2025-05-29 00:00:00","2025-05-29 00:00:00","","","0","","-","0","","","","Yes"
"'21026","","Mustard Sauce","EA","10004618","Raw Items","Item","0.1","120","120","0","2025-06-28 00:00:00","2025-06-28 00:00:00","","","0","","-","0","","","","Yes"
"'21027","","Bister Dijon Mustard - 5KG","EA","Raw Materials","Raw Materials","Item","0.1","70","70","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'21028","","Happy Gardens Vine Leaves -Deluxe 908GR 1x12","EA","Raw Materials","Raw Materials","Item","0.1","160.65","160.65","0","2025-09-23 00:00:00","2025-09-23 00:00:00","","","0","","-","0","","","","Yes"
"'21029","","AlWadi-Pomegrenate Molasses 500mlx12","EA","Raw Materials","Raw Materials","Item","0.1","90","90","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'21030","","Tannous Blossom Water 500 ML","EA","Raw Materials","Raw Materials","Item","0.1","5.95","5.95","0","2025-08-21 00:00:00","2025-08-21 00:00:00","","","0","","-","0","","","","Yes"
"'21031","","Al Wajba Red Vinegar 1ltr x 12 pcs","EA","Raw Materials","Raw Materials","Item","0.1","34","34","0","2025-09-23 00:00:00","2025-09-23 00:00:00","","","0","","-","0","","","","Yes"
"'21032","","BM CUCUMBER PICKLES BARREL","EA","Raw Materials","Raw Materials","Item","0.1","83.3","83.3","0","2025-11-15 00:00:00","2025-11-15 00:00:00","","","0","","-","0","","","","Yes"
"'21033","","Cheddar Cheese Sauce (TIN) 3.4 Kg","EA","Raw Materials","Raw Materials","Item","0.1","38.33","38.33","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'21034","","White Chunk Tuna in Sunflower Oil 6x1.8KG","EA","Raw Materials","Raw Materials","Item","0.1","230","230","0","2025-07-26 00:00:00","2025-07-26 00:00:00","","","0","","-","0","","","","Yes"
"'21035","","StarSea Chunk White Tune in sunflower oil 6x1.85Kg","EA","Raw Materials","Raw Materials","Item","0.1","225","225","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'21040","","Apple Vinegar 500ml","EA","Raw Materials","Raw Materials","Item","0.1","0.1","7.5","0","2025-12-09 00:00:00","2025-12-09 00:00:00","","","0","","-","0","","","","Yes"
"'21086","","Orange Blossom Water 500ml","EA","Raw Materials","Raw Materials","Item","0.1","7.5","7.5","0","2026-01-11 00:00:00","2026-01-11 00:00:00","","","0","","-","0","","","","Yes"
"'22000","","Coffee Beans","KG","Raw Materials","Raw Materials","Item","0.1","90","90","0","2025-06-13 00:00:00","2025-06-13 00:00:00","","","0","","-","0","","","","Yes"
"'22001","","Hot Chocolate","KG","Raw Materials","Raw Materials","Item","0.1","50","50","0","2025-06-13 00:00:00","2025-06-13 00:00:00","","","0","","-","0","","","","Yes"
"'22002","","Cappuccino Topping","KG","Raw Materials","Raw Materials","Item","0.1","70","70","0","2025-06-13 00:00:00","2025-06-13 00:00:00","","","0","","-","0","","","","Yes"
"'22003","","Karak Tea","KG","Raw Materials","Raw Materials","Item","0.1","35","35","0","2025-06-13 00:00:00","2025-06-13 00:00:00","","","0","","-","0","","","","Yes"
"'236","","Shrimp Caju Nuts & Rice","EA","10004075","Main Dish","Item","270","0.1","0.1","0","2025-12-23 00:00:00","2025-12-23 00:00:00","","","-2","","-","0","","","","Yes"
"'25000","","Al Baladi Pomegranate Molasses 500mlx12","EA","Raw Materials","Raw Materials","Item","0.1","144","144","0","2025-11-01 00:00:00","2025-11-01 00:00:00","","","0","","-","0","","","","Yes"
"'25001","","Al Baladi Dried Moghrabieh 900g","EA","Raw Materials","Raw Materials","Item","0.1","9","9","0","2025-11-01 00:00:00","2025-11-01 00:00:00","","","0","","-","0","","","","Yes"
"'25002","","Al Baladi Red Lentil 900g","EA","Raw Materials","Raw Materials","Item","0.1","7.75","7.75","0","2025-11-01 00:00:00","2025-11-01 00:00:00","","","0","","-","0","","","","Yes"
"'25003","","Al Baladi Stuffed Eggplant ( Macdous ) 14kg","EA","Raw Materials","Raw Materials","Item","0.1","315","315","0","2025-11-01 00:00:00","2025-11-01 00:00:00","","","0","","-","0","","","","Yes"
